bank_id,bank_name,branch_name,district,state,ifsc,manager_name,phone,email,latitude,longitude,loan_available,insurance_available,government_linked,working_days
AXIS003,Axis Bank,Jangaon Collectorate Road Branch,Jangaon,Telangana,UTIB0458767,Mahesh Prasad,040-28159525,branch.jangaon.collectorate.road.branch@axisbank.com,17.740332,79.205354,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
AXIS004,Axis Bank,Medchal-Malkajgiri Agri Business Branch,Medchal-Malkajgiri,Telangana,UTIB0249546,Ramesh Reddy Gari,040-23544442,branch.medchal-malkajgiri.agri.business.branch@axisbank.com,17.612368,78.450086,Yes,Yes,No,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
AXIS005,Axis Bank,Warangal Urban Extension Counter,Warangal Urban,Telangana,UTIB0930633,Mahesh Goud,040-22089741,branch.warangal.urban.extension.counter@axisbank.com,18.01636,79.588403,Yes,No,No,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
AXIS006,Axis Bank,Nirmal Agri Business Branch,Nirmal,Telangana,UTIB0236016,Suresh Sharma,040-25276988,branch.nirmal.agri.business.branch@axisbank.com,19.075187,78.294169,Yes,Yes,Yes,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
AXIS007,Axis Bank,Bhadradri Kothagudem Market Road Branch,Bhadradri Kothagudem,Telangana,UTIB0583102,Anitha Rao,040-26485396,branch.bhadradri.kothagudem.market.road.branch@axisbank.com,17.522113,80.579646,Yes,Yes,No,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
AXIS008,Axis Bank,Jogulamba Gadwal Circle Office Branch,Jogulamba Gadwal,Telangana,UTIB0799515,Ravinder Chowdary,040-24742404,branch.jogulamba.gadwal.circle.office.branch@axisbank.com,16.233454,77.77083,Yes,Yes,No,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
AXIS009,Axis Bank,Hyderabad Bus Stand Branch,Hyderabad,Telangana,UTIB0106689,Srinivas Yadav,040-28893369,branch.hyderabad.bus.stand.branch@axisbank.com,17.378486,78.530747,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
AXIS010,Axis Bank,Adilabad Mandal Branch,Adilabad,Telangana,UTIB0687016,Pooja Naik,040-22878919,branch.adilabad.mandal.branch@axisbank.com,19.649416,78.567775,Yes,No,No,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
AXIS011,Axis Bank,Rangareddy RTC Cross Roads Branch,Rangareddy,Telangana,UTIB0260808,Padma Verma,040-21765039,branch.rangareddy.rtc.cross.roads.branch@axisbank.com,17.316734,78.461875,No,Yes,No,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
AXIS012,Axis Bank,Mancherial Mandal Branch,Mancherial,Telangana,UTIB0426522,Kiran Rathod,040-29167407,branch.mancherial.mandal.branch@axisbank.com,18.899926,79.509279,No,Yes,No,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
AXIS013,Axis Bank,Nagarkurnool Market Road Branch (2),Nagarkurnool,Telangana,UTIB0121950,Mahesh Prasad,040-23540337,branch.nagarkurnool.market.road.branch.(2)@axisbank.com,16.481299,78.351186,Yes,No,Yes,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
AXIS014,Axis Bank,Narayanpet Agri Business Branch,Narayanpet,Telangana,UTIB0476854,Srinivas Reddy Gari,040-28347021,branch.narayanpet.agri.business.branch@axisbank.com,16.701192,77.499683,Yes,Yes,Yes,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
AXIS015,Axis Bank,Nagarkurnool Town Branch,Nagarkurnool,Telangana,UTIB0931725,Vani Yadav,040-28973958,branch.nagarkurnool.town.branch@axisbank.com,16.490902,78.348013,Yes,Yes,Yes,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
AXIS016,Axis Bank,Nirmal RTC Cross Roads Branch,Nirmal,Telangana,UTIB0579554,Kavitha Prasad,040-26931258,branch.nirmal.rtc.cross.roads.branch@axisbank.com,19.119554,78.348616,Yes,Yes,No,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
AXIS017,Axis Bank,Mulugu Main Branch,Mulugu,Telangana,UTIB0874734,Ramesh Rathod,040-21739867,branch.mulugu.main.branch@axisbank.com,18.202869,79.955818,Yes,Yes,No,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
AXIS018,Axis Bank,Jangaon Town Branch,Jangaon,Telangana,UTIB0110443,Lakshmi Yadav,040-29055903,branch.jangaon.town.branch@axisbank.com,17.740721,79.137601,Yes,No,No,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
AXIS019,Axis Bank,Vikarabad Extension Counter,Vikarabad,Telangana,UTIB0437469,Krishna Sharma,040-20674346,branch.vikarabad.extension.counter@axisbank.com,17.32686,77.879179,Yes,No,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
AXIS020,Axis Bank,Jogulamba Gadwal Collectorate Road Branch,Jogulamba Gadwal,Telangana,UTIB0491517,Satish Prasad,040-29139470,branch.jogulamba.gadwal.collectorate.road.branch@axisbank.com,16.241303,77.849321,Yes,Yes,Yes,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
AXIS021,Axis Bank,Medchal-Malkajgiri Rural Branch,Medchal-Malkajgiri,Telangana,UTIB0557503,Padma Prasad,040-29602369,branch.medchal-malkajgiri.rural.branch@axisbank.com,17.677631,78.447009,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
AXIS022,Axis Bank,Jangaon Town Branch (2),Jangaon,Telangana,UTIB0859431,Swathi Rao,040-29783318,branch.jangaon.town.branch.(2)@axisbank.com,17.751308,79.14531,Yes,Yes,No,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
