rule_id,condition_json,recommended_scheme,recommended_loan,recommended_insurance,priority,confidence,reason
244,"{""state"": ""Uttar Pradesh"", ""crop"": ""Vegetables"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme",4,0.75,Farmer in Uttar Pradesh cultivating Vegetables with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Larger land holding and higher income support infrastructure and mechanization financing.
245,"{""state"": ""Uttar Pradesh"", ""crop"": ""Vegetables"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme",1,0.94,Farmer in Uttar Pradesh cultivating Vegetables with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
246,"{""state"": ""Uttar Pradesh"", ""crop"": ""Fruits"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme",1,0.94,Farmer in Uttar Pradesh cultivating Fruits with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
247,"{""state"": ""Uttar Pradesh"", ""crop"": ""Fruits"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme",2,0.94,Farmer in Uttar Pradesh cultivating Fruits with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
248,"{""state"": ""Uttar Pradesh"", ""crop"": ""Fruits"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme",3,0.86,Farmer in Uttar Pradesh cultivating Fruits with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment.
249,"{""state"": ""Uttar Pradesh"", ""crop"": ""Fruits"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme",4,0.8,Farmer in Uttar Pradesh cultivating Fruits with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Larger land holding and higher income support infrastructure and mechanization financing.
250,"{""state"": ""Uttar Pradesh"", ""crop"": ""Fruits"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme",1,0.79,Farmer in Uttar Pradesh cultivating Fruits with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
251,"{""state"": ""Maharashtra"", ""crop"": ""Cotton"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.95,"Farmer in Maharashtra cultivating Cotton with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Cotton is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option. Maharashtra has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Cotton cultivation."
252,"{""state"": ""Maharashtra"", ""crop"": ""Cotton"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.85,"Farmer in Maharashtra cultivating Cotton with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Cotton is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option. Maharashtra has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Cotton cultivation."
253,"{""state"": ""Maharashtra"", ""crop"": ""Cotton"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.94,"Farmer in Maharashtra cultivating Cotton with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Cotton is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Maharashtra has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Cotton cultivation."
254,"{""state"": ""Maharashtra"", ""crop"": ""Cotton"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.83,"Farmer in Maharashtra cultivating Cotton with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Cotton is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing. Maharashtra has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Cotton cultivation."
255,"{""state"": ""Maharashtra"", ""crop"": ""Cotton"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.83,"Farmer in Maharashtra cultivating Cotton with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Cotton is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option. Maharashtra has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Cotton cultivation."
256,"{""state"": ""Maharashtra"", ""crop"": ""Rice"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.82,"Farmer in Maharashtra cultivating Rice with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Rice is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option. Maharashtra has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Rice cultivation."
257,"{""state"": ""Maharashtra"", ""crop"": ""Rice"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.89,"Farmer in Maharashtra cultivating Rice with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Rice is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option. Maharashtra has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Rice cultivation."
258,"{""state"": ""Maharashtra"", ""crop"": ""Rice"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.91,"Farmer in Maharashtra cultivating Rice with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Rice is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Maharashtra has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Rice cultivation."
259,"{""state"": ""Maharashtra"", ""crop"": ""Rice"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.87,"Farmer in Maharashtra cultivating Rice with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Rice is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing. Maharashtra has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Rice cultivation."
260,"{""state"": ""Maharashtra"", ""crop"": ""Rice"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.83,"Farmer in Maharashtra cultivating Rice with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Rice is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option. Maharashtra has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Rice cultivation."
261,"{""state"": ""Maharashtra"", ""crop"": ""Wheat"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.96,"Farmer in Maharashtra cultivating Wheat with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Wheat is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
262,"{""state"": ""Maharashtra"", ""crop"": ""Wheat"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.81,"Farmer in Maharashtra cultivating Wheat with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Wheat is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
263,"{""state"": ""Maharashtra"", ""crop"": ""Wheat"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.81,"Farmer in Maharashtra cultivating Wheat with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Wheat is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage."
264,"{""state"": ""Maharashtra"", ""crop"": ""Wheat"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.76,"Farmer in Maharashtra cultivating Wheat with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Wheat is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
265,"{""state"": ""Maharashtra"", ""crop"": ""Wheat"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.8,"Farmer in Maharashtra cultivating Wheat with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Wheat is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
266,"{""state"": ""Maharashtra"", ""crop"": ""Sugarcane"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.95,"Farmer in Maharashtra cultivating Sugarcane with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Sugarcane is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option. Maharashtra has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Sugarcane cultivation."
267,"{""state"": ""Maharashtra"", ""crop"": ""Sugarcane"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.89,"Farmer in Maharashtra cultivating Sugarcane with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Sugarcane is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option. Maharashtra has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Sugarcane cultivation."
268,"{""state"": ""Maharashtra"", ""crop"": ""Sugarcane"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.78,"Farmer in Maharashtra cultivating Sugarcane with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Sugarcane is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Maharashtra has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Sugarcane cultivation."
269,"{""state"": ""Maharashtra"", ""crop"": ""Sugarcane"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.82,"Farmer in Maharashtra cultivating Sugarcane with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Sugarcane is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing. Maharashtra has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Sugarcane cultivation."
270,"{""state"": ""Maharashtra"", ""crop"": ""Sugarcane"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.96,"Farmer in Maharashtra cultivating Sugarcane with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Sugarcane is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option. Maharashtra has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Sugarcane cultivation."
271,"{""state"": ""Maharashtra"", ""crop"": ""Soybean"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.82,"Farmer in Maharashtra cultivating Soybean with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Soybean is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
272,"{""state"": ""Maharashtra"", ""crop"": ""Soybean"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.91,"Farmer in Maharashtra cultivating Soybean with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Soybean is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
273,"{""state"": ""Maharashtra"", ""crop"": ""Soybean"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.95,"Farmer in Maharashtra cultivating Soybean with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Soybean is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage."
274,"{""state"": ""Maharashtra"", ""crop"": ""Soybean"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.81,"Farmer in Maharashtra cultivating Soybean with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Soybean is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
275,"{""state"": ""Maharashtra"", ""crop"": ""Soybean"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.89,"Farmer in Maharashtra cultivating Soybean with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Soybean is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
276,"{""state"": ""Maharashtra"", ""crop"": ""Maize"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.97,"Farmer in Maharashtra cultivating Maize with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Maize is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
277,"{""state"": ""Maharashtra"", ""crop"": ""Maize"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.89,"Farmer in Maharashtra cultivating Maize with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Maize is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
278,"{""state"": ""Maharashtra"", ""crop"": ""Maize"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.8,"Farmer in Maharashtra cultivating Maize with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Maize is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage."
